genre,meta_mixed,meta_negative,meta_positive,metascore,movie_title,release_date,user_mixed,user_negative,user_positive,userscore
Comedy,21,9,5,39,The Change-Up,5-Aug-11,55,24,65,5.9
"Drama,Romance",14,5,22,58,To the Wonder,12-Apr-13,17,20,104,7.8
"Mystery,Thriller,Horror",7,0,23,67,Stir of Echoes,10-Dec-99,6,3,125,8.7
"Action,Thriller,Comedy,Crime",3,10,7,31,The Big Hit,24-Apr-98,9,114,9,1.1
"Action,Adventure,Sci-Fi,Thriller",4,10,1,26,Babylon A.D.,29-Aug-08,49,45,33,4.6
"Biography,Drama,Crime,Animation",5,1,15,62,Loving Vincent,22-Sep-17,12,3,111,8.2
"Action,Comedy",11,8,5,43,MacGruber,21-May-10,29,29,68,6.3
"Comedy,Romance",12,7,10,46,She's Out of My League,12-Mar-10,40,13,69,6.6
"Action,Thriller,Horror,Crime",13,12,7,40,Deliver Us From Evil,2-Jul-14,55,16,50,6
"Fantasy,Comedy,Romance",19,4,10,47,What Women Want,15-Dec-00,20,23,73,6.7
"Horror,Comedy",4,11,1,17,A Haunted House 2,18-Apr-14,28,62,26,3.7
"Drama,Mystery,Thriller",10,10,1,31,Gossip,21-Apr-00,5,99,9,1.1
"Action,Adventure,Mystery,Thriller,Crime",18,8,6,44,The Losers,23-Apr-10,40,11,60,6.4
"Adventure,Fantasy,Comedy,Family",12,1,6,52,Hook,11-Dec-91,35,4,70,7.2
"Action,Adventure,Mystery,Fantasy,Comedy,Family",14,12,2,34,Scooby Doo 2: Monsters Unleashed,26-Mar-04,49,23,34,5.4
Drama,18,2,11,51,Woman in Gold,1-Apr-15,27,8,70,7.1
"Sci-Fi,Drama",20,0,16,57,I Origins,18-Jul-14,23,4,75,7.7
"Action,Music,Musical",6,2,16,61,Metallica: Through the Never,27-Sep-13,9,6,82,8.1
"Adventure,Drama,Animation,Family,Musical",6,2,10,59,Anastasia,21-Nov-97,22,2,71,7.9
"Action,Comedy,Crime",7,0,7,65,Black Dynamite,4-Sep-09,6,4,84,8.5
"Action,Adventure,Sci-Fi,Fantasy,Comedy,Animation",13,3,12,54,Aqua Teen Hunger Force Colon Movie Film for Theaters,13-Apr-07,22,11,60,7.4
"Drama,Comedy,Romance",7,0,25,68,Goodbye Lenin!,27-Feb-04,4,3,81,8.8
"Drama,Mystery,Thriller,Crime",1,2,8,65,Mississippi Burning,27-Jan-89,5,6,77,8.5
"Drama,Music",13,6,15,52,Black Snake Moan,2-Mar-07,17,9,59,7.2
"Adventure,Comedy,Family",10,14,4,33,RV,28-Apr-06,30,25,30,5.3
"Drama,Mystery,Fantasy,Romance",17,17,1,31,Winter's Tale,14-Feb-14,20,33,31,5.1
"Thriller,Horror",4,10,1,22,Shark Night 3D,2-Sep-11,26,33,14,4.2
"Drama,Comedy,Romance,Crime",4,2,13,68,Buffalo '66,26-Jun-98,3,3,66,8.8
Thriller,4,9,2,36,Gone,24-Feb-12,20,20,32,5.6
"Drama,Thriller,Crime",10,2,12,56,Harsh Times,10-Nov-06,12,7,52,7.6
"Action,Drama,Thriller,Crime",8,3,3,46,Hackers,15-Sep-95,21,10,35,6.6
Comedy,1,0,34,80,Tristram Shandy: A Cock and Bull Story,27-Jan-06,10,18,34,6
"Drama,Comedy",15,8,5,42,Take Me Home Tonight,4-Mar-11,24,7,29,6.2
"Thriller,Horror",1,12,0,18,The Apparition,24-Aug-12,14,32,13,3.8
"Drama,War",17,1,7,54,Camp X-Ray,17-Oct-14,15,2,40,7.4
"Thriller,Horror",6,6,9,49,V/H/S/2,12-Jul-13,17,4,31,6.9
"Drama,Crime",5,0,5,58,Felon,18-Jul-08,6,4,41,7.8
"Action,Fantasy,Western",6,3,2,45,The Warrior's Way,3-Dec-10,17,7,26,6.5
"Action,Adventure,Drama,History,Thriller,War",9,12,2,29,Pathfinder,13-Apr-07,12,21,17,4.9
"Biography,Drama,Crime",2,13,1,24,Gotti,15-Jun-18,10,22,14,4.4
Drama,8,0,16,59,Under the Same Moon (La misma luna),19-Mar-08,7,4,33,7.9
"Drama,Mystery,Thriller,Romance,Crime",10,1,4,50,The Pelican Brief,17-Dec-93,15,3,26,7
"Thriller,Horror",11,11,0,30,Exorcist: The Beginning,20-Aug-04,15,13,14,5
"Drama,Thriller,Crime",16,7,6,45,Pride and Glory,24-Oct-08,12,6,22,6.5
"Drama,Comedy",14,9,8,44,The Bronze,18-Mar-16,10,5,25,6.4
"Drama,Sport",4,0,5,61,Rocky II,15-Jun-79,5,0,34,8.1
"Mystery,Thriller,Horror",4,6,0,31,Dylan Dog: Dead of Night,29-Apr-11,10,13,16,5.1
"Drama,Romance",14,3,16,58,Ask the Dust,10-Mar-06,4,6,28,7.8
"Comedy,Romance",16,12,9,43,Anything Else,19-Sep-03,13,7,18,6.3
"Drama,Comedy",8,20,4,27,The Women,12-Sep-08,10,17,11,4.7
Comedy,2,10,3,26,I Hope They Serve Beer in Hell,25-Sep-09,3,19,16,4.6
"Action,Drama,Sport,Family",9,0,6,60,The Karate Kid,22-Jun-84,4,1,30,8
"Music,Documentary",5,0,8,59,Pearl Jam Twenty,20-Sep-11,6,2,27,7.9
"Drama,Thriller,Romance,Film-Noir",0,0,16,100,Notorious,6-Sep-46,2,2,30,8
"Fantasy,Comedy,Family,Musical",5,9,0,24,Kazaam,17-Apr-96,4,20,10,4.4
"Biography,Drama,Music",7,0,10,67,Selena,21-Mar-97,4,1,28,8.7
"Music,Documentary",3,0,6,65,Bad 25,19-Oct-12,2,4,27,8.5
"Thriller,Horror",9,1,8,58,Child's Play,9-Nov-88,4,3,26,7.8
"Adventure,Drama,Fantasy,Family",13,2,12,55,MirrorMask,30-Sep-05,6,4,22,7.5
"Action,Thriller,Comedy,Crime",4,4,3,48,Beverly Hills Cop II,20-May-87,18,1,13,6.8
"Mystery,Thriller,Romance,Crime",13,2,6,49,Conspiracy Theory,8-Aug-97,10,2,18,6.9
"Biography,Drama",7,5,5,46,Breakthrough,17-Apr-19,4,7,19,6.6
"Adventure,Fantasy,Comedy,Animation,Family",9,3,0,42,The Star,17-Nov-17,11,5,14,6.2
"Drama,Mystery,Thriller,Crime",15,5,0,37,The Double,28-Oct-11,16,6,8,5.7
"Action,Adventure,Drama,War",6,0,10,56,Saints and Soldiers,15-Oct-04,3,3,23,7.6
Drama,2,0,15,87,Cemetery of Splendor,4-Mar-16,6,4,16,6.7
"Drama,Comedy,Romance",4,0,29,79,Let the Sunshine In,27-Apr-18,5,8,13,5.9
"Drama,Comedy,Romance",12,5,6,46,Destination Wedding,31-Aug-18,5,5,16,6.6
"Biography,Drama,Thriller",1,1,8,64,Silkwood,14-Dec-83,2,1,22,8.4
"Comedy,Romance",21,10,5,38,Laws of Attraction,30-Apr-04,8,5,12,5.8
"Drama,Comedy,Romance",2,0,15,73,The Puffy Chair,2-Jun-06,7,8,9,5.3
"Action,Adventure,Drama",4,5,3,41,Dragon Blade,4-Sep-15,6,5,13,6.1
Drama,3,0,24,82,Footnote,9-Mar-12,2,6,15,6.2
"Drama,Thriller,Comedy",13,1,14,56,The Cable Guy,14-Jun-96,8,1,13,7.6
"Drama,Comedy",7,1,4,49,Please Stand By,26-Jan-18,8,1,13,6.9
Thriller,8,3,5,48,The Perfect Host,1-Jul-11,8,1,13,6.8
"Action,Drama,Romance,War",10,1,12,56,Dark Blue World,28-Dec-01,0,4,17,7.6
"Drama,Comedy,Romance,Crime",9,5,4,44,Hot Summer Nights,27-Jul-18,12,1,8,6.4
"Drama,Comedy,Romance",20,4,6,43,Trust the Man,18-Aug-06,2,6,13,6.3
"Drama,Comedy",9,1,4,53,The Pretty One,7-Feb-14,4,2,14,7.3
"Adventure,Comedy,Animation,Family",7,2,4,49,The Pirates Who Don't Do Anything: A VeggieTales Movie,11-Jan-08,3,4,13,6.9
Action,5,3,0,37,Kickboxer: Vengeance,2-Sep-16,7,5,8,5.7
Drama,7,13,3,33,The Only Living Boy in New York,11-Aug-17,7,6,6,5.3
"History,Documentary",0,0,7,87,The Farthest,11-Aug-17,1,5,12,6.7
"Drama,Comedy,Crime",2,0,21,81,"Police, Adjective",23-Dec-09,2,6,10,6.1
"Drama,Comedy",5,1,23,74,Brittany Runs A Marathon,23-Aug-19,4,5,9,5.4
Drama,2,1,5,61,Iluzija,17-Mar-06,0,3,14,8.1
"Comedy,Romance,Musical",6,5,11,55,Romance & Cigarettes,7-Sep-07,2,3,12,7.5
"Drama,Thriller",1,7,0,17,Girls Against Boys,1-Feb-13,1,10,6,3.7
Documentary,0,0,13,86,Chasing Coral,14-Jul-17,2,3,11,6.6
"Drama,Music",6,0,13,63,Vitus,29-Jun-07,2,0,14,8.3
"Drama,Thriller,Romance,Crime",6,0,8,60,Lonely Hearts,13-Apr-07,2,2,12,8
"Drama,Fantasy,Comedy,Romance",4,1,5,51,This Beautiful Fantastic,10-Mar-17,4,0,12,7.1
"Drama,Mystery,Thriller",14,4,11,47,Where the Truth Lies,14-Oct-05,2,3,11,6.7
"Drama,Romance",5,0,11,62,Cherry Blossoms,16-Jan-09,2,1,12,8.2
"Drama,Sport",12,2,14,55,Resurrecting the Champ,24-Aug-07,1,2,12,7.5
"Adventure,Sci-Fi,Mystery,Thriller",7,3,5,53,2010,7-Dec-84,5,0,10,7.3
"Drama,Comedy",5,5,0,33,Jenny's Wedding,31-Jul-15,7,4,4,5.3
"Drama,Mystery,Thriller,Horror,Crime",9,1,9,58,Gozu,30-Jul-04,2,1,11,7.8
"Action,Thriller,Comedy",18,5,9,46,The In-Laws,23-May-03,7,1,6,6.6
"Sci-Fi,Mystery,Thriller",3,5,2,39,Synchronicity,22-Jan-16,3,3,8,5.9
"Adventure,Drama,Thriller,War",8,4,3,39,Zaytoun,20-Sep-13,3,3,8,5.9
"Action,Drama,Sport,Romance",10,12,0,26,Supercross,17-Aug-05,1,7,6,4.6
"Drama,War",0,0,35,83,Osama,6-Feb-04,1,2,10,6.3
"Drama,Comedy",8,1,18,70,Your Friends & Neighbors,21-Aug-98,2,4,7,5
Drama,5,1,1,47,Same Kind of Different as Me,20-Oct-17,4,1,7,6.7
"Action,Horror,Comedy",5,1,1,46,Jack Brooks: Monster Slayer,15-Aug-08,2,2,8,6.6
"Drama,Western",2,0,10,76,Dead Man's Burden,3-May-13,3,3,5,5.6
"Thriller,Horror",8,4,3,45,HellBent,16-Sep-05,3,2,6,6.5
Drama,10,3,2,44,Rails & Ties,26-Oct-07,1,3,7,6.4
"Drama,Thriller,Fantasy,Horror,Crime",8,6,4,43,Needful Things,27-Aug-93,4,2,5,6.3
"Adventure,Drama",9,6,0,35,Conversations with God,27-Oct-06,0,5,5,5.5
Drama,2,5,0,23,An Invisible Sign,6-May-11,3,4,3,4.3
"War,Documentary",4,1,9,66,Occupation: Dreamland,23-Sep-05,2,4,3,4.6
"Drama,Romance,Musical",2,0,5,64,Becks,9-Feb-18,1,0,8,8.4
Documentary,5,1,6,57,Cowboy del Amor,3-Feb-06,0,2,7,7.7
"Horror,Comedy",5,4,4,42,The Texas Chainsaw Massacre 2,22-Aug-86,3,2,4,6.2
"Drama,Crime",12,0,13,65,Carlito's Way,12-Nov-93,0,0,8,8.5
"Drama,Sport,Romance",12,1,7,54,Higher Learning,11-Jan-95,2,0,6,7.4
"Action,Adventure,Sci-Fi,Romance",1,7,0,19,The Lovers,13-Mar-15,2,5,1,3.9
"Drama,Romance",2,0,6,71,Games of Love and Chance,31-Aug-05,0,3,4,5.1
"Drama,History,Documentary",3,1,21,71,Francofonia,1-Apr-16,4,2,1,5.1
"Animation,Family",10,1,4,49,Clifford's Really Big Movie,20-Feb-04,2,1,4,6.9
Drama,6,2,1,44,"Lula, the Son of Brazil",13-Jan-12,0,5,2,2.4
"Drama,Comedy,Romance",4,3,0,34,Irreplaceable You,16-Feb-18,3,1,3,5.4
"Biography,Drama,Documentary",1,0,7,87,Gregory Crewdson: Brief Encounters,2-Nov-12,1,1,4,6.7
"Biography,Drama",4,1,11,65,Camille Claudel 1915,16-Oct-13,0,0,6,8.5
Drama,5,0,8,63,Flowers,30-Oct-15,0,1,5,8.3
Documentary,5,0,7,60,A/k/a Tommy Chong,14-Jun-06,0,1,5,8
"Drama,Thriller",3,4,3,45,Descent,10-Aug-07,1,1,4,6.5
"Drama,Comedy,Romance",5,0,10,62,Permission,9-Feb-18,1,0,4,8.2
"Romance,Crime",5,0,4,56,Finding Steve McQueen,15-Mar-19,2,0,3,7.6
"Biography,Music,Documentary",9,1,3,52,Hit So Hard,13-Apr-12,1,0,4,7.2
Drama,6,1,3,48,Particles of Truth,17-Sep-04,1,1,3,6.8
Comedy,6,4,2,46,Fun Mom Dinner,4-Aug-17,2,1,2,6.6
"Drama,Romance",3,3,3,44,Peter and Vandy,9-Oct-09,1,1,3,6.4
"Comedy,Romance",5,0,17,70,Shall We Kiss?,27-Mar-09,1,1,2,5
"Biography,History,Documentary",2,0,8,68,Peggy Guggenheim: Art Addict,6-Nov-15,0,0,4,8.8
Drama,2,0,5,63,Burning Sands,10-Mar-17,2,1,1,4.3
"Fantasy,Romance,Animation",6,1,6,53,Year of the Fish,29-Aug-08,0,1,3,7.3
"Adventure,Sci-Fi,Fantasy,Comedy,Family",13,2,9,53,Muppets from Space,14-Jul-99,2,0,2,7.3
"Action,Thriller,Crime",7,4,27,66,Kick-Ass,16-Apr-10,84,52,"1,031",8.5
"Action,Adventure,Fantasy",18,4,15,53,Pirates of the Caribbean: Dead Man's Chest,7-Jul-06,163,117,620,7.2
"Action,Sci-Fi",19,15,5,39,Green Lantern,17-Jun-11,281,198,338,5.8
"Action,Sci-Fi,Thriller",4,3,30,68,X2: X-Men United,2-May-03,42,14,731,8.7
Drama,6,4,22,68,Requiem for a Dream,6-Oct-00,26,36,637,8.7
"Thriller,Horror",7,0,20,64,1408,22-Jun-07,76,33,493,8.3
"Action,Adventure,Sci-Fi,Fantasy",20,7,16,51,John Carter,9-Mar-12,151,67,371,7
"Action,Adventure,Thriller",14,3,23,59,Mission: Impossible II,24-May-00,159,33,361,7.8
"Drama,Mystery,Thriller,Romance",8,0,29,68,The Illusionist,18-Aug-06,46,15,482,8.7
"Comedy,Crime",14,5,21,57,Horrible Bosses,8-Jul-11,115,28,397,7.6
"Action,Adventure,Thriller",22,7,6,45,The Expendables,13-Aug-10,169,64,256,6.4
"Action,Biography,Drama,History,War",3,2,15,68,Braveheart,24-May-95,35,14,422,8.7
"Comedy,War",1,10,0,9,Meet the Spartans,25-Jan-08,25,327,111,2.8
Thriller,2,0,40,85,Tinker Tailor Soldier Spy,9-Dec-11,94,72,294,6.6
"Action,Drama,Thriller,Crime",5,4,10,60,The Godfather: Part III,25-Dec-90,72,24,353,7.9
"Action,Adventure,Drama,Thriller,Western",14,4,15,53,The Book of Eli,15-Jan-10,98,48,298,7.2
"Drama,Romance,Musical",10,3,22,66,Moulin Rouge!,18-May-01,33,35,375,8.5
"Drama,History",20,9,15,47,The Passion of the Christ,25-Feb-04,50,113,280,6.6
"Comedy,Romance",9,1,35,75,Trainwreck,17-Jul-15,89,123,196,5.6
"Action,Sci-Fi,Thriller",21,5,3,43,Maze Runner: The Scorch Trials,18-Sep-15,129,66,189,6.2
"Action,Sci-Fi,Drama,Mystery,Thriller",12,11,4,41,Knowing,20-Mar-09,90,90,199,6
"Thriller,Horror,Crime",7,4,5,48,Saw III,27-Oct-06,80,62,205,6.7
Comedy,23,12,1,36,Dumb and Dumber To,14-Nov-14,95,93,141,5.5
"Drama,Mystery,Thriller,Crime",8,0,27,68,Fracture,20-Apr-07,37,11,269,8.7
"Action,Drama,Thriller,Crime",16,9,7,45,The Fast and the Furious: Tokyo Drift,16-Jun-06,99,40,139,6.4
"Action,Adventure,Comedy,Romance,Animation,Family",19,1,5,50,Ice Age: Dawn of the Dinosaurs,1-Jul-09,80,20,147,6.9
Comedy,7,18,2,21,Dirty Grandpa,22-Jan-16,49,120,64,4
"Comedy,Animation,Family",23,4,9,48,Shark Tale,1-Oct-04,65,41,124,6.7
"Action,Thriller,Comedy,Crime",23,5,10,47,RED 2,19-Jul-13,84,20,126,6.6
"Comedy,Romance",7,2,20,69,There's Something About Mary,15-Jul-98,17,8,199,8.8
"Sci-Fi,Drama,Mystery,Thriller",10,6,8,47,The Box,6-Nov-09,46,139,39,2.8
"Drama,Comedy,Romance",13,5,12,48,The Proposal,19-Jun-09,48,25,120,6.7
"Sci-Fi,Comedy",25,10,0,36,The Watch,27-Jul-12,67,45,71,5.5
"Action,Adventure,Sci-Fi,Thriller",8,1,8,56,Waterworld,28-Jul-95,34,88,52,3.7
"Action,Thriller,Comedy,Crime",20,8,4,44,Rush Hour 3,10-Aug-07,60,28,83,6.3
"Drama,War",13,5,13,53,The Book Thief,8-Nov-13,48,13,105,7.2
"Action,Drama,History,War",3,0,12,86,Das Boot,10-Feb-82,7,38,117,6.7
"Drama,Thriller",10,3,17,56,Perfume: The Story of a Murderer,29-Dec-06,19,19,124,7.5
"Adventure,Sci-Fi,Comedy,Family",8,2,19,62,Sky High,29-Jul-05,25,12,123,8.1
"Drama,Thriller,War",7,5,16,55,The Boy in the Striped Pajamas,7-Nov-08,26,14,119,7.4
Comedy,12,9,9,39,Why Him?,23-Dec-16,57,26,60,5.8
"Fantasy,Comedy,Family",11,9,6,33,Bedtime Stories,25-Dec-08,36,45,59,5.2
"Drama,Thriller",2,1,13,67,Fatal Attraction,18-Sep-87,11,1,123,8.6
"Fantasy,Comedy,Romance",11,11,7,38,Little Nicky,10-Nov-00,22,46,66,5.7
"Drama,Thriller,Comedy,Crime",7,0,13,67,Shallow Grave,10-Feb-95,12,4,116,8.6
"Drama,Comedy,Family,Musical",19,14,5,33,Annie,19-Dec-14,24,47,57,5.2
"Sci-Fi,Mystery,Thriller",15,9,0,35,Mute,23-Feb-18,52,33,42,5.4
"Action,Sport,Comedy",4,0,20,68,Shaolin Soccer,15-Aug-03,7,7,107,8.7
"Drama,Romance,War",25,5,4,43,Dear John,5-Feb-10,39,21,54,6.2
"Drama,History,Thriller,War",14,5,14,53,Enemy at the Gates,16-Mar-01,18,9,84,7.2
"Drama,Thriller,Horror,Crime",6,9,12,42,The Last House on the Left,13-Mar-09,33,24,54,6.1
"Action,Comedy,Romance,Crime",4,26,1,22,The Bounty Hunter,19-Mar-10,33,50,24,4.1
"Action,Adventure,Comedy",15,5,12,51,Johnny English,18-Jul-03,34,7,65,7
"Comedy,Romance",16,5,10,45,Whatever Works,19-Jun-09,11,24,68,6.4
"Drama,Thriller,Crime",20,11,0,36,Runner Runner,4-Oct-13,44,27,32,5.5
"Comedy,Romance",13,6,9,45,She's the Man,17-Mar-06,27,19,56,6.4
Comedy,6,15,5,30,Deuce Bigalow: Male Gigolo,10-Dec-99,24,38,38,4.9
"Biography,Drama,Thriller,Comedy,Romance,Crime",8,3,22,67,Confessions of a Dangerous Mind,31-Dec-02,10,1,86,8.6
"Biography,Drama,History,Romance",26,2,7,45,Elizabeth: The Golden Age,12-Oct-07,22,17,50,6.4
"Action,Drama,Mystery,Comedy,Romance,Crime",9,8,2,38,Murder Mystery,14-Jun-19,30,19,40,5.7
"Action,Sci-Fi,Thriller,Comedy,Crime,Animation",9,1,13,61,Cowboy Bebop the Movie: Knockin' on Heaven's Door,4-Apr-03,8,4,76,8
"History,Documentary",1,0,11,81,The Edge of Democracy,19-Jun-19,2,33,52,6.2
"Action,Adventure,Thriller,Crime",6,5,11,55,Hobo with a Shotgun,6-May-11,16,7,64,7.4
"Drama,Thriller",8,4,4,43,Frozen,5-Feb-10,27,19,41,6.2
Drama,0,0,31,92,Timbuktu,28-Jan-15,13,9,58,7.3
"Comedy,Family",7,9,4,37,Garfield: A Tail of Two Kitties,16-Jun-06,20,24,36,5.6
Comedy,12,7,6,46,Beerfest,25-Aug-06,22,12,43,6.5
"Horror,Comedy",6,0,7,59,The Final Girls,9-Oct-15,19,0,57,7.8
"Comedy,Romance",11,8,9,47,Just Friends,23-Nov-05,31,5,40,6.6
"Sport,Comedy,Family",13,6,4,44,The Game Plan,28-Sep-07,21,18,37,6.3
"Drama,Fantasy,Comedy,Family",6,0,7,57,The Santa Clause,11-Nov-94,22,1,52,7.6
"Action,Drama,Comedy,Crime",10,15,1,28,CHIPS,24-Mar-17,26,27,20,4.7
Comedy,17,11,3,35,What's Your Number?,30-Sep-11,32,15,21,5.4
"Adventure,Comedy,Animation,Family",9,6,0,36,Alpha and Omega,17-Sep-10,14,22,31,5.5
"Action,Comedy,Family",6,12,4,30,Cats & Dogs: The Revenge of Kitty Galore,30-Jul-10,16,27,24,4.9
"Adventure,Sci-Fi,Comedy,Family",4,0,7,63,"Honey, I Shrunk the Kids",23-Jun-89,10,3,52,8.2
"Action,Thriller,Comedy",9,10,1,34,Big Momma's House 2,27-Jan-06,15,23,27,5.3
"Action,Thriller,Romance,Crime",4,1,9,62,Tequila Sunrise,2-Dec-88,11,5,47,8.1
"Drama,Comedy",7,1,28,70,Pieces of April,17-Oct-03,6,3,53,8.9
"Action,Adventure,Sci-Fi,Thriller",12,3,4,42,Lost in Space,3-Apr-98,21,14,27,6.1
"Sci-Fi,Thriller,Horror,Crime",14,11,4,37,Suspect Zero,27-Aug-04,4,47,10,1.8
"Drama,Mystery,Thriller,Horror",16,4,15,51,What Lies Beneath,21-Jul-00,20,3,37,7
"Biography,Drama,Fantasy,Comedy,Animation",17,13,8,40,Welcome To Marwen,21-Dec-18,19,7,20,5.9
Drama,0,0,28,88,Things to Come,2-Dec-16,10,2,33,6.9
"Drama,Mystery,Thriller,Crime",11,17,3,31,Perfect Stranger,13-Apr-07,15,16,14,5
Drama,3,1,4,63,Rumble Fish,8-Oct-83,3,3,38,8.2
"Drama,Comedy",15,3,20,62,Saved!,28-May-04,5,2,37,8.1
"Drama,Sport,Comedy",14,2,9,53,Stick It,28-Apr-06,5,10,29,7.2
"Comedy,Romance",12,2,3,45,Two Night Stand,26-Sep-14,18,3,22,6.4
"Drama,Romance",8,15,0,26,The Choice,5-Feb-16,13,17,12,4.5
"Drama,Thriller,Horror",3,2,22,71,We Are What We Are,27-Sep-13,12,13,16,5.2
Western,4,0,3,65,A Fistful of Dollars,18-Jan-67,4,0,37,8.4
Comedy,8,12,2,28,A Glimpse Inside the Mind of Charles Swan III,8-Feb-13,6,18,17,4.7
"Action,Adventure,Biography,Drama,Thriller",10,1,3,48,Jungle,20-Oct-17,12,3,25,6.7
"Drama,Thriller,Crime",11,4,3,47,Dangerous Minds,11-Aug-95,15,3,21,6.6
"Comedy,Music",20,6,5,44,Joyful Noise,13-Jan-12,10,9,20,6.3
"Thriller,Horror",7,3,0,34,ATM,6-Apr-12,12,12,14,5.3
Comedy,10,12,4,31,Love the Coopers,13-Nov-15,14,13,11,5
"Thriller,Horror",4,5,0,30,Incarnate,2-Dec-16,15,11,12,4.9
Comedy,2,0,32,85,Support the Girls,24-Aug-18,9,5,22,6.6
"Adventure,Drama,Sport,Comedy,Family",18,2,6,43,Racing Stripes,14-Jan-05,5,10,20,6.2
Drama,19,4,4,47,The Dressmaker,23-Sep-16,12,3,17,6.6
"Biography,Drama,Romance",11,2,19,62,Antwone Fisher,19-Dec-02,6,1,24,8.1
"Thriller,Comedy,Romance,Crime",3,2,20,64,You Kill Me,22-Jun-07,3,1,26,8.3
"Drama,Comedy",12,11,6,40,Table 19,3-Mar-17,11,8,11,5.9
"Action,Comedy,Family",11,5,4,43,Firehouse Dog,4-Apr-07,2,11,16,6.2
"Drama,Romance",11,1,3,50,Last Night,6-May-11,13,1,14,6.9
"Comedy,Romance",2,11,1,21,Van Wilder 2: The Rise of Taj,1-Dec-06,3,16,9,4
"Drama,Thriller,Crime",7,0,22,71,Dogman,12-Apr-19,1,0,24,9
"Drama,Comedy,Romance",14,7,12,47,Shall We Dance,15-Oct-04,7,4,14,6.6
"Drama,Romance",16,10,4,41,Romeo & Juliet,11-Oct-13,9,5,11,6
"Biography,Drama,Music",8,1,18,66,Jimi: All Is by My Side,26-Sep-14,4,11,9,4.7
"Adventure,Comedy,Romance,Animation,Family",3,1,5,57,Robin Hood,8-Nov-73,6,0,18,7.6
Comedy,5,1,3,56,Where's the Party Yaar?,5-Sep-03,1,5,18,7.5
"Drama,Comedy",5,2,9,53,Grumpy Old Men,25-Dec-93,10,0,14,7.2
"Drama,Comedy,Music",14,6,12,50,Bamboozled,6-Oct-00,6,4,14,6.9
Documentary,3,1,20,68,Inequality for All,27-Sep-13,1,1,21,8.7
Drama,11,1,13,57,Flash of Genius,3-Oct-08,3,1,19,7.6
"Drama,Western",4,0,15,77,Jauja,20-Mar-15,5,7,10,5.8
"Comedy,Romance",10,2,5,51,The Rewrite,13-Feb-15,10,0,12,7
"Action,Adventure,Biography,Romance,Western",12,4,4,47,Wyatt Earp,24-Jun-94,11,1,10,6.6
Drama,3,0,27,82,Transit,1-Mar-19,4,4,13,6.3
"Drama,Thriller",14,0,20,60,The Clearing,2-Jul-04,3,1,17,7.9
"Drama,Mystery,Comedy",18,7,14,51,"Where'd You Go, Bernadette",16-Aug-19,7,2,12,7
"Drama,Family,Musical",10,4,5,46,Newsies,10-Apr-92,6,4,11,6.5
"Comedy,Romance",19,6,12,46,Hollywood Ending,3-May-02,4,4,13,6.5
"Mystery,Thriller",8,8,4,41,The 9th Life of Louis Drax,2-Sep-16,10,2,9,6
Thriller,4,0,15,76,The Loneliest Planet,26-Oct-12,6,4,9,5.7
Documentary,0,0,31,76,Hail Satan?,17-Apr-19,1,6,12,5.7
"Sci-Fi,Drama,Romance",6,1,1,48,Womb,30-Mar-12,3,4,12,6.7
Comedy,17,14,1,33,New York Minute,7-May-04,4,8,7,5.2
"Biography,History,Family,Documentary,News",0,0,9,90,My Perestroika,23-Mar-11,2,3,13,7.1
Drama,1,0,23,87,My Golden Days,18-Mar-16,7,2,9,6.8
Documentary,1,0,19,87,Fire at Sea,21-Oct-16,5,2,10,6.8
"Biography,Drama,Music",3,0,26,75,Blaze,17-Aug-18,4,4,9,5.6
"Drama,Mystery,Romance,Music",8,1,20,61,Ladies in Lavender.,29-Apr-05,3,0,13,8
"Drama,Thriller,Crime",21,4,8,48,High Crimes,5-Apr-02,6,2,8,6.7
Documentary,1,0,7,90,My Voyage to Italy,19-Oct-01,0,4,11,7.1
Drama,5,4,1,33,About Cherry,21-Sep-12,5,5,5,5.2
"Drama,History,Music,Documentary",0,0,20,90,I Called Him Morgan,24-Mar-17,2,1,11,7.1
"Drama,Comedy,Romance,Music",5,1,19,68,Little Voice,4-Dec-98,1,0,13,8.7
Documentary,7,2,9,57,Forks Over Knives,6-May-11,0,2,12,7.6
"Drama,Comedy",11,2,14,56,The Big Kahuna,28-Apr-00,3,1,10,7.5
"Drama,Comedy",9,5,1,40,Better Living Through Chemistry,14-Mar-14,7,2,5,5.9
"Adventure,Fantasy,Comedy,Romance,Animation,Family",2,0,5,65,"The Night Is Short, Walk On Girl",21-Aug-18,0,1,12,8.4
"Sport,Comedy,Family",7,0,6,55,Ping Pong Playa,5-Sep-08,2,2,9,7.4
Comedy,6,3,1,39,St. Trinian's,28-Aug-09,4,4,5,5.8
"Adventure,Fantasy,Romance",5,5,1,30,Legend,18-Apr-86,7,2,4,4.9
Drama,3,0,29,88,Pain and Glory,4-Oct-19,2,2,8,6.9
Documentary,1,0,15,79,Manufactured Landscapes,20-Jun-07,0,5,7,6
"Drama,Comedy,Romance,War",5,2,8,62,Train of Life,5-Nov-99,0,2,10,8.1
"Crime,Documentary",8,2,9,59,Cocaine Cowboys,27-Oct-06,0,1,11,7.8
"Drama,Western",9,2,6,55,Forsaken,19-Feb-16,5,0,7,7.4
"Drama,Romance",6,0,2,50,Newness,3-Nov-17,4,1,7,6.9
Drama,1,0,29,88,Time Out,29-Mar-02,3,1,7,6.9
